4,13,61,3
4,14,1,5
4,15,651.9,6
4,16,27.7,7
4,17,166.3,8
4,18,297.6,5
4,19,155.6,6
4,20,601.6,7
4,21,191.1,3
4,22,132.6,3
4,23,37.8,4
4,24,62.4,7
4,25,881,8
4,26,53.6,4
4,27,36.1,4
4,28,107.7,2
4,29,179.9,1
4,30,301.6,5
4,31,508.9,6
4,32,119.4,7
4,33,94.3,3
4,34,167.5,5
4,35,98.7,4
4,36,74.6,4
4,37,21.7,4
4,38,199.9,2
5,1,243.4,2
5,2,419.2,1
5,3,145.3,8
5,4,311.6,5
5,6,195.6,6
5,7,158.7,7
5,8,1,8
5,9,19.8,1
5,10,21.3,3
5,11,1,3
5,12,6.8,4
5,13,13.6,5
5,14,1,6
5,15,71.6,7
5,16,4.4,1
5,17,31.3,5
5,18,46.9,6
5,19,31.8,7
5,20,166.6,8
5,21,48.7,5
5,22,24.8,6
5,23,15.3,7
5,24,7.8,4
5,25,184.7,1
5,26,7.5,3
5,27,5.1,3
5,28,22.2,2
5,29,41.6,1
5,30,57.1,6
5,31,109.7,1
5,32,24.6,2
5,33,22.6,2
5,34,45.7,6
5,35,21.6,7
5,36,11.4,4
5,37,7,5
5,38,38.5,6
6,1,637.4,7
6,2,1089.9,8
6,3,381.8,5
6,4,812.1,6
6,5,338.2,7
6,7,477.9,8
6,8,1,5
6,9,73.6,6
6,10,54.3,7
6,11,1,4
6,12,32.4,4
6,13,35.7,1
6,14,1,1
6,15,179.1,8
6,16,11.8,5
6,17,79.1,6
6,18,131.4,7
6,19,62.2,8
6,20,366,5
6,21,96.8,6
6,22,88.2,7
6,23,27.3,8
6,24,18.5,4
6,25,491.4,1
6,26,21.1,2
6,27,14.2,4
6,28,56.2,3
6,29,101.6,1
6,30,108.6,7
6,31,281.4,8
6,32,82.6,5
6,33,72.6,2
6,34,88.6,7
6,35,67.7,8
6,36,47.3,5
6,37,13.9,6
6,38,132.7,7
7,1,682.3,8
7,2,1191.8,5
7,3,431.1,6
7,4,883.4,7
7,5,379.6,8
7,6,646.4,5
7,8,1,6
7,9,63.3,7
7,10,74.6,8
7,11,1,2
7,12,35.8,1
7,13,33.9,2
7,14,1,4
7,15,172.3,5
7,16,12.7,6
7,17,72.4,7
7,18,111,8
7,19,69.6,5
7,20,352.2,6
7,21,107.4,7
7,22,93.1,8
7,23,25.8,5
7,24,26.8,2
7,25,478,3
7,26,29.3,3
7,27,16,1
7,28,61.6,4
7,29,101.9,4
7,30,139.8,8
7,31,295.2,5
7,32,86.4,6
7,33,73.4,3
7,34,92.4,8
7,35,72.4,5
7,36,55.6,6
7,37,9.7,7
7,38,156.9,8
8,1,44.3,5
8,2,95.3,6
8,3,1.3,7
8,4,28.1,8
8,5,26.6,5
8,6,33.8,6
8,7,35.8,7
8,9,13.8,8
8,10,1.5,5
8,11,1,6
8,12,1.5,3
8,13,7,2
8,14,1,1
8,15,49.8,6
8,16,2,7
8,17,23,8
8,18,31.5,5
8,19,14.4,6
8,20,63.1,7
8,21,12.8,8
8,22,7.8,5
8,23,1,6
8,24,1.8,2
8,25,45.8,3
8,26,1.3,1
8,27,1.6,4
8,28,6.9,1
8,29,17.4,8
8,30,17.1,5
8,31,51.6,6
8,32,7.4,7
8,33,19.3,8
8,34,5.1,5
8,35,6.3,6
8,36,1.3,7
8,37,1,8
8,38,41.8,5
9,1,198.6,6
9,2,293.5,4
9,3,132.6,2
9,4,201.4,4
9,5,75.9,1
9,6,157.6,7
9,7,99.3,8
9,8,1,5
9,10,49.8,6
9,11,1,7
9,12,7.8,8
9,13,3.1,5
9,14,1,1
9,15,1,3
9,16,3.8,3
9,17,21.6,1
9,18,38.8,1
9,19,17.3,4
9,20,97.1,3
9,21,58.4,5
9,22,51.4,6
9,23,26.3,7
9,24,21.1,3
9,25,236.4,1
9,26,26.3,6
9,27,7.6,2
9,28,23.8,3
9,29,42.6,5
9,30,63,1
9,31,59.1,7
9,32,43.8,8
9,33,8.5,5
9,34,41.4,6
9,35,31.3,7
9,36,43.1,8
9,37,7.1,3
9,38,44.1,6
10,1,12.3,7
10,2,21.1,2
10,3,9.5,4
10,4,13.1,4
10,5,5.8,3
10,6,11.1,8
10,7,5.8,5
10,8,1,6
10,9,1,7
10,11,1,8
10,12,1.8,5
10,13,1,6
10,14,1,1
10,15,1,2
10,16,1,4
10,17,1,1
10,18,2.5,2
10,19,1.8,3
10,20,1,2
10,21,4.6,2
10,22,3,4
10,23,1,8
10,24,2,4
10,25,12.5,1
10,26,2.3,7
10,27,1.8,8
10,28,2.8,5
10,29,2,6
10,30,4,4
10,31,3.3,8
10,32,3.3,5
10,33,1,6
10,34,2,7
10,35,2.5,8
10,36,2.3,5
10,37,1.3,1
10,38,3.8,7
11,1,35.8,8
11,2,58.8,1
11,3,22.8,4
11,4,45.8,4
11,5,12,4
11,6,14.8,5
11,7,21.1,6
11,8,1,3
11,9,1,8
11,10,17.8,5
11,12,2,6
11,13,5.5,7
11,14,1,2
11,15,12,3
11,16,1,4
11,17,11,1
11,18,1,8
11,19,9,4
11,20,25.3,2
11,21,8.5,2
11,22,4,3
11,23,1,3
11,24,4.8,3
11,25,51.5,7
11,26,8.8,8
11,27,1.8,5
11,28,11.8,6
11,29,18,7
11,30,11.8,8
11,31,25.1,5
11,32,5.5,6
11,33,1,7
11,34,16.3,1
11,35,3.3,5
11,36,4.6,6
11,37,1.5,1
11,38,7.8,2
12,1,35.2,5
12,2,61.4,6
12,3,19.8,3
12,4,44.7,1
12,5,15.9,2
12,6,23.2,4
12,7,17.3,3
12,8,1,1
12,9,2.6,5
12,10,7.1,6
12,11,1,7
12,13,5.3,8
12,14,1,5
12,15,17.1,2
12,16,1.8,2
12,17,7.1,3
12,18,12.8,2
12,19,6.9,1
12,20,32,2
12,21,11.4,1
12,22,5.7,1
12,23,1,4
12,24,1.5,7
12,25,59.2,8
12,26,3.3,5
12,27,1.8,2
12,28,8,1
12,29,12.3,8
12,30,11.1,3
12,31,21.1,4
12,32,5,7
12,33,6.3,8
12,34,8.1,3
12,35,5.1,2
12,36,1.5,7
12,37,1.3,3
12,38,11.3,2
13,1,1,6
13,2,1,7
13,3,1,4
13,4,1,1
13,5,1,1
13,6,1,2
13,7,1,3
13,8,1,4
13,9,1,6
13,10,1,7
13,11,1,8
13,12,1,5
13,14,1,6
13,15,1,7
13,16,1,8
13,17,1,2
13,18,1,4
13,19,1,4
13,20,1,3
13,21,1,2
13,22,1,2
13,23,1,1
13,24,1,8
13,25,1,5
13,26,1,6
13,27,1,3
13,28,1,2
13,29,1,5
13,30,1,1
13,31,1,4
13,32,1,8
13,33,1,5
13,34,1,3
13,35,1,1
13,36,1,8
13,37,1,4
13,38,1,4
14,1,9.8,7
14,2,16.8,8
14,3,9,5
14,4,14.3,6
14,5,4.5,2
14,6,5.8,8
14,7,4.3,3
14,8,1,4
14,9,1,3
14,10,1.5,3
14,11,1,3
14,12,1.5,6
14,13,1,7
14,15,1,8
14,16,1.5,5
14,17,1,6
14,18,1,7
14,19,1.3,8
14,20,1,1
14,21,3.3,3
14,22,1.5,4
14,23,1,1
14,24,2.8,5
14,25,11.3,6
14,26,2.5,7
14,27,1.5,1
14,28,2,4
14,29,1,1
14,30,4.5,1
14,31,3.5,8
14,32,2,5
14,33,1,2
14,34,1.8,4
14,35,1.3,8
14,36,1.8,1
14,37,1.3,4
14,38,2.8,3
15,1,33.8,8
15,2,61.8,5
15,3,33.3,6
15,4,51.5,7
15,5,16.8,8
15,6,21.8,5
15,7,14.3,2
15,8,1,7
15,9,1,4
15,10,7.3,4
15,11,1,2
15,12,2.8,1
15,13,1.3,8
15,14,1,5
15,16,1.8,6
15,17,1,7
15,18,1,8
15,19,5,5
15,20,1,4
15,21,11.5,2
15,22,7.3,1
15,23,1,1
15,24,9.5,6
15,25,35,7
15,26,7.8,3
15,27,2.3,4
15,28,6.3,2
15,29,4,3
15,30,15.5,2
15,31,12,5
15,32,5.8,6
15,33,1,2
15,34,7,1
15,35,4.8,2
15,36,5,3
15,37,1.5,3
15,38,11.3,4
16,1,17.4,5
16,2,29.2,6
16,3,11.6,7
16,4,22.6,8
16,5,11.3,4
16,6,11.1,6
16,7,8,7
16,8,1,8
16,9,1.3,1
16,10,1,3
16,11,1,3
16,12,1,4
16,13,1.6,5
16,14,1,6
16,15,12.8,7
16,17,6,8
16,18,6.8,5
16,19,4.6,6
16,20,13.6,1
16,21,5.3,3
16,22,4.7,2
16,23,1,3
16,24,1,7
16,25,24.2,8
16,26,1.3,2
16,27,1,4
16,28,5.2,1
16,29,5.2,2
16,30,5.3,5
16,31,11.3,6
16,32,3,7
16,33,3.1,4
16,34,4.7,5
16,35,3.1,3
16,36,1.3,2
16,37,1,4
16,38,4.4,1
17,1,55.3,6
17,2,88.3,7
17,3,58,8
17,4,86,5
17,5,31.1,6
17,6,33.8,7
17,7,21.5,8
17,8,1,5
17,9,1,2
17,10,7.3,1
17,11,1,3
17,12,3.6,2
17,13,1.8,3
17,14,1,7
17,15,1,8
17,16,1.6,5
17,18,5.8,6
17,19,9.1,7
17,20,24.8,8
17,21,15.3,2
17,22,11.3,2
17,23,1,4
17,24,8.8,8
17,25,56.5,5
17,26,8,4
17,27,3,7
17,28,9,8
17,29,7.1,4
17,30,21,6
17,31,16.8,7
17,32,9.8,8
17,33,3.5,3
17,34,11.1,6
17,35,8,4
17,36,12,4
17,37,1.5,1
17,38,11.6,3
18,1,181.1,7
18,2,311.6,8
18,3,201.8,5
18,4,334.7,6
18,5,136.8,7
18,6,135.4,8
18,7,109.2,5
18,8,1,6
18,9,11.8,1
18,10,39.6,3
18,11,1,1
18,12,15.3,1
18,13,11.1,7
18,14,1,8
18,15,49.3,5
18,16,9.6,6
18,17,11.5,7
18,19,54.4,8
18,20,204.1,5
18,21,68.7,6
18,22,41.4,7
18,23,1.3,3
18,24,29.3,2
18,25,214.4,1
18,26,33.3,3
18,27,13.3,4
18,28,41.8,3
18,29,41.6,4
18,30,152.3,7
18,31,131.4,8
18,32,41.2,5
18,33,19.1,1
18,34,71.4,7
18,35,33.8,8
18,36,41.8,2
18,37,4.8,6
18,38,67.6,2
19,1,58.1,2
19,2,96.8,5
19,3,44.8,6
19,4,97.2,7
19,5,39.7,8
19,6,47.3,5
19,7,36.9,6
19,8,1,7
19,9,16.1,2
19,10,11.1,2
19,11,1,3
19,12,3.8,3
19,13,7.1,8
19,14,1,5
19,15,34.8,6
19,16,2.6,7
19,17,21.3,8
19,18,36.4,5
19,20,97.6,6
19,21,26.4,7
19,22,14.7,8
19,23,12,3
19,24,3.8,1
19,25,101.2,3
19,26,3.5,1
19,27,4.5,3
19,28,11.3,2
19,29,21.2,1
19,30,31.8,8
19,31,42.7,5
19,32,13.2,6
19,33,12.5,4
19,34,27.7,8
19,35,15.4,5
19,36,8.8,1
19,37,5.6,7
19,38,27.1,4
20,1,25.5,4
20,2,57.8,3
20,3,1,7
20,4,31.1,8
20,5,25.3,5
20,6,18.1,6
20,7,25.3,7
20,8,1,8
20,9,7.1,1
20,10,2.5,2
20,11,1,3
20,12,1.5,3
20,13,4.6,5
20,14,1,1
20,15,32.8,7
20,16,2.3,4
20,17,7,5
20,18,13.5,6
20,19,15.3,7
20,21,14.3,8
20,22,6.1,5
20,23,1,6
20,24,1.8,1
20,25,24.3,4
20,26,1,1
20,27,1.3,3
20,28,5.3,2
20,29,12.8,1
20,30,39.6,5
20,31,53.8,6
20,32,4.8,7
20,33,12.8,4
20,34,9.6,5
20,35,6.1,6
20,36,1,3
20,37,1,8
20,38,33.3,5
21,1,141.9,3
21,2,261.1,1
21,3,71.5,3
21,4,173.8,2
21,5,103.4,6
21,6,136,7
21,7,137.5,8
21,8,1,5
21,9,42.3,6
21,10,32.3,4
21,11,1,2
21,12,11.3,4
21,13,21.9,2
21,14,1,4
21,15,109.6,1
21,16,7.4,3
21,17,44.3,1
21,18,93.9,7
21,19,51.7,8
21,20,311.2,5
21,22,46.6,6
21,23,1.3,7
21,24,12.9,1
21,25,211.6,3
21,26,11.8,1
21,27,7.4,2
21,28,33.3,1
21,29,61.9,4
21,30,81.8,6
21,31,136.5,7
21,32,29.9,8
21,33,32.9,3
21,34,69.8,6
21,35,36.7,7
21,36,18.8,4
21,37,3.1,5
21,38,91.4,6
22,1,86,1
22,2,151.8,2
22,3,53.6,4
22,4,112.8,3
22,5,64.1,7
22,6,89.4,8
22,7,74.9,5
22,8,1,6
22,9,21.5,7
22,10,18.6,4
22,11,1,2
22,12,6.4,2
22,13,11.1,2
22,14,1,3
22,15,52.3,3
22,16,4.3,4
22,17,21.3,1
22,18,32.9,8
22,19,27.3,5
22,20,124.5,6
22,21,45.6,7
22,23,11.1,8
22,24,7.5,4
22,25,136.4,3
22,26,8,3
22,27,5.1,8
22,28,18.7,2
22,29,31.9,4
22,30,39,7
22,31,89.6,8
22,32,19.6,5
22,33,17.8,1
22,34,36.1,7
22,35,25.2,8
22,36,17.6,5
22,37,5.6,6
22,38,53.8,7
23,1,119.2,3
23,2,197.1,1
23,3,56.9,3
23,4,116,1
23,5,53.2,8
23,6,109.6,5
23,7,66.7,6
23,8,1,7
23,9,11.8,8
23,10,11.6,5
23,11,1,1
23,12,4.1,4
23,13,7.4,3
23,14,1,4
23,15,41.9,4
23,16,3.1,4
23,17,9.8,3
23,18,47.8,2
23,19,17.4,4
23,20,82.1,7
23,21,51.7,8
23,22,37.6,5
23,24,6.3,2
23,25,157.2,1
23,26,6,2
23,27,4.4,4
23,28,12.9,1
23,29,22.5,4
23,30,47.8,1
23,31,59.7,5
23,32,21.9,6
23,33,18.1,2
23,34,23.4,8
23,35,21.9,5
23,36,11.3,6
23,37,5.8,7
23,38,55.3,8
24,1,29.8,5
24,2,51.3,6
24,3,29.8,7
24,4,44.3,8
24,5,13.6,1
24,6,18.5,2
24,7,12.3,1
24,8,1,3
24,9,1,1
24,10,9.8,1
24,11,1,7
24,12,4.1,8
24,13,1.8,5
24,14,1,6
24,15,1,7
24,16,1,8
24,17,1,5
24,18,1.5,1
24,19,4.3,3
24,20,4,3
24,21,8.6,2
24,22,5.8,3
24,23,1,1
24,25,39.5,8
24,26,11.5,5
24,27,3.5,6
24,28,5.3,7
24,29,4.1,4
24,30,15.5,4
24,31,12.1,6
24,32,9.1,7
24,33,1,3
24,34,6.8,1
24,35,4.6,6
24,36,6.8,4
24,37,1.8,3
24,38,6.8,2
25,1,796.8,6
25,2,1232.3,7
25,3,819,8
25,4,1232.4,5
25,5,333.6,4
25,6,517.8,4
25,7,283.8,2
25,8,1,2
25,9,1,4
25,10,91.8,7
25,11,1,8
25,12,54.3,5
25,13,37.5,6
25,14,1,7
25,15,359.8,8
25,16,18.3,5
25,17,1.5,6
25,18,131.3,4
25,19,82.3,2
25,20,292.6,4
25,21,229.1,1
25,22,163.3,4
25,23,31.5,2
25,24,123.5,5
25,26,154.5,6
25,27,48.9,7
25,28,171.8,8
25,29,117.5,1
25,30,195.3,3
25,31,211.1,7
25,32,191.6,8
25,33,49.3,3
25,34,142.4,4
25,35,111.6,7
25,36,159.8,1
25,37,26.1,4
25,38,137.8,1
26,1,244.6,7
26,2,383.6,8
26,3,241.8,2
26,4,372,2
26,5,101.9,3
26,6,155.7,1
26,7,92.4,2
26,8,1,3
26,9,2.1,7
26,10,38.4,8
26,11,1,5
26,12,19.6,6
26,13,15.4,7
26,14,1,8
26,15,18.6,3
26,16,5.6,1
26,17,6.6,1
26,18,41.6,3
26,19,29.1,2
26,20,122.3,1
26,21,66,3
26,22,47.6,3
26,23,4.3,3
26,24,31.6,6
26,25,419.6,7
26,27,13.1,2
26,28,55.4,4
26,29,49.8,6
26,30,58.6,2
26,31,61.2,3
26,32,59,5
26,33,28.3,6
26,34,47.4,2
26,35,34.6,3
26,36,51.6,5
26,37,6.8,2
26,38,45.8,1
27,1,39.3,4
27,2,64.1,4
27,3,33.8,1
27,4,54.9,3
27,5,22.8,3
27,6,33.4,4
27,7,22.2,2
27,8,1,2
27,9,1,4
27,10,7,5
27,11,1,6
27,12,3.3,7
27,13,2.5,8
27,14,1,2
27,15,8.8,4
27,16,1,2
27,17,3.6,8
27,18,11.5,4
27,19,5.8,2
27,20,14.9,4
27,21,12.3,3
27,22,7.9,1
27,23,1,2
27,24,6.5,7
27,25,67,8
27,26,7.8,5
27,28,9.1,6
27,29,8.6,7
27,30,18.8,8
27,31,22.1,5
27,32,11.3,6
27,33,4.6,7
27,34,11.2,1
27,35,7.6,4
27,36,7.8,2
27,37,1.3,1
27,38,9.9,4
28,1,135.4,2
28,2,238.8,3
28,3,89.3,2
28,4,179.4,4
28,5,78.1,1
28,6,116.3,1
28,7,86.7,4
28,8,1,4
28,9,24.1,2
28,10,26.6,6
28,11,1,7
28,12,9.8,8
28,13,15.1,5
28,14,1,3
28,15,75.8,1
28,16,6.3,3
28,17,34.3,5
28,18,43.3,1
28,19,24.1,3
28,20,102.5,1
28,21,38.6,4
28,22,25.1,3
28,23,19.8,4
28,24,14.1,8
28,25,257.4,5
28,26,16.1,6
28,27,7.6,7
28,29,51.4,8
28,30,59.3,5
28,31,116.1,6
28,32,34.3,7
28,33,26.6,8
28,34,41,2
28,35,25.4,1
28,36,17.6,3
28,37,1.8,2
28,38,42.1,2
29,1,91.6,6
29,2,132.6,4
29,3,55,2
29,4,95.1,2
29,5,36.3,2
29,6,88.3,4
29,7,41.6,8
29,8,1,4
29,9,6.1,6
29,10,2,7
29,11,1,8
29,12,3.5,5
29,13,7.6,6
29,14,1,4
29,15,21.5,1
29,16,1.8,3
29,17,5.8,3
29,18,46.9,1
29,19,8.3,1
29,20,52.1,1
29,21,27.4,1
29,22,28.2,2
29,23,19.3,4
29,24,1,2
29,25,191.9,3
29,26,2,7
29,27,3.8,8
29,28,11.6,5
29,30,17.3,3
29,31,34.1,7
29,32,24.4,8
29,33,21.5,5
29,34,11.9,3
29,35,15.6,4
29,36,11.3,8
29,37,7.8,3
29,38,16.6,3
30,1,143.3,2
30,2,314.5,8
30,3,89.1,5
30,4,219.3,6
30,5,131.1,7
30,6,105.9,8
30,7,106.3,5
30,8,1,6
30,9,21.6,4
30,10,59.3,2
30,11,1,2
30,12,11.6,3
30,13,14.1,4
30,14,1,3
30,15,195.8,1
30,16,9.9,6
30,17,67.8,7
30,18,51,8
30,19,56.4,5
30,20,259.5,6
30,21,76.6,7
30,22,39.4,8
30,23,1.3,3
30,24,27.6,1
30,25,233.6,4
30,26,19.8,1
30,27,9.4,5
30,28,41.8,6
30,29,48.6,1
30,31,246.4,8
30,32,36.6,5
30,33,37.8,4
30,34,75.9,7
30,35,34.9,8
30,36,15.8,1
30,37,2.4,6
30,38,128.1,4
31,1,248.7,8
31,2,416.3,5
31,3,178.1,6
31,4,332.5,7
31,5,135.6,2
31,6,203.3,5
31,7,148.4,6
31,8,1,7
31,9,35.4,8
31,10,51.1,5
31,11,1,6
31,12,16.6,3
31,13,23.9,2
31,14,1,5
31,15,111.9,6
31,16,9.4,7
31,17,47.1,8
31,18,91.4,5
31,19,51.1,6
31,20,261.4,7
31,21,93.1,8
31,22,65.7,5
31,23,13.3,6
31,24,25.9,7
31,25,408.6,8
31,26,29.8,1
31,27,13.4,6
31,28,55.6,7
31,29,74.2,8
31,30,119.3,5
31,32,64.2,6
31,33,39.8,7
31,34,82.9,8
31,35,52.8,5
31,36,38.5,6
31,37,9.4,7
31,38,87.1,8
32,1,141.2,5
32,2,241.5,6
32,3,102.1,7
32,4,191.7,8
32,5,79.7,3
32,6,114.7,6
32,7,85.5,7
32,8,1,8
32,9,21.3,5
32,10,31.8,6
32,11,1,7
32,12,9.9,8
32,13,12.9,5
32,14,1,6
32,15,43.9,7
32,16,5.3,8
32,17,23.3,5
32,18,44.6,6
32,19,23,7
32,20,87.6,8
32,21,53.9,5
32,22,33.7,6
32,23,13.6,7
32,24,11.8,8
32,25,217.3,5
32,26,18.8,6
32,27,9.6,7
32,28,32.6,8
32,29,46.8,5
32,30,67.8,6
32,31,103,7
32,33,23.6,8
32,34,41.1,5
32,35,31.8,6
32,36,28.4,7
32,37,7.1,8
32,38,54,5
33,1,131.2,6
33,2,221.4,1
33,3,71.6,1
33,4,134.9,1
33,5,53.7,1
33,6,101.9,1
33,7,82,8
33,8,1,3
33,9,23.9,6
33,10,32.6,7
33,11,1,8
33,12,9.4,5
33,13,13.4,6
33,14,1,3
33,15,43,4
33,16,5.1,2
33,17,16.3,2
33,18,25.6,4
33,19,21.4,4
33,20,116.1,3
33,21,35.9,4
33,22,31.7,3
33,23,7,2
33,24,11.6,1
33,25,151.1,2
33,26,15.6,7
33,27,8.4,8
33,28,28.6,5
33,29,47.1,6
33,30,64.6,1
33,31,88.4,8
33,32,31.9,5
33,34,43.2,6
33,35,31.3,1
33,36,27.1,8
33,37,5.3,2
33,38,47.9,1
34,1,256.3,4
34,2,507.2,8
34,3,136.8,5
34,4,388.4,6
34,5,206.3,7
34,6,181.2,8
34,7,208.4,5
34,8,1,6
34,9,77.8,7
34,10,57.1,8
34,11,1,4
34,12,32.9,2
34,13,38.1,1
34,14,1,4
34,15,221.1,2
34,16,13.6,6
34,17,102.5,7
34,18,145.3,8
34,19,121.2,5
34,20,571.6,6
34,21,131.4,7
34,22,68.6,8
34,23,1.8,5
34,24,26.8,4
34,25,321.6,3
34,26,23.3,4
34,27,17.1,1
34,28,81.7,4
34,29,151.9,3
34,30,281.6,8
34,31,428.9,5
34,32,68.6,6
34,33,95.1,7
34,35,74.8,8
34,36,41.3,5
34,37,4.3,6
34,38,234.6,7
35,1,146.2,8
35,2,247.5,5
35,3,93.5,3
35,4,156.8,1
35,5,68.1,8
35,6,121.7,5
35,7,82.4,6
35,8,1,7
35,9,6.8,8
35,10,32.5,5
35,11,1,6
35,12,8.4,2
35,13,6.6,3
35,14,1,4
35,15,26.6,2
35,16,4.8,2
35,17,11.1,4
35,18,37.8,5
35,19,29.2,6
35,20,132.3,7
35,21,67.9,8
35,22,41.7,5
35,23,12.6,6
35,24,17.1,1
35,25,154.2,8
35,26,19.5,1
35,27,7.4,3
35,28,29.4,1
35,29,31.9,3
35,30,71.9,5
35,31,89.1,6
35,32,39.1,7
35,33,19.8,2
35,34,41.7,5
35,36,34.6,6
35,37,7.5,7
35,38,63.8,8
36,1,59.4,5
36,2,111.9,2
36,3,19.3,3
36,4,53.5,3
36,5,29,4
36,6,42.8,6
36,7,44.6,7
36,8,1,8
36,9,12.9,5
36,10,5,6
36,11,1,7
36,12,3.1,8
36,13,7.9,5
36,14,1,4
36,15,39.3,1
36,16,1.6,4
36,17,13.3,4
36,18,24.3,3
36,19,17.3,1
36,20,95.3,4
36,21,18.1,1
36,22,11.9,6
36,23,1.3,7
36,24,2.3,2
36,25,61.6,4
36,26,1,6
36,27,2.3,2
36,28,13.4,3
36,29,24.4,5
36,30,39,2
36,31,61.1,7
36,32,13.1,8
36,33,26.6,5
36,34,16.6,6
36,35,14,7
36,37,1.3,4
36,38,41.3,5
37,1,19.8,2
37,2,31.8,4
37,3,21.3,2
37,4,34.1,1
37,5,12.6,6
37,6,14.6,7
37,7,12.1,8
37,8,1,5
37,9,6.8,3
37,10,3,4
37,11,1,3
37,12,1.1,2
37,13,2,4
37,14,1,3
37,15,6.3,4
37,16,1.8,2
37,17,4.3,2
37,18,2,7
37,19,6.3,8
37,20,23.8,5
37,21,8.1,6
37,22,5.8,7
37,23,1,8
37,24,3.3,3
37,25,27.3,2
37,26,4.5,3
37,27,1.8,1
37,28,5.8,4
37,29,8.1,2
37,30,11,7
37,31,16.1,8
37,32,5.6,5
37,33,1.3,3
37,34,13.1,7
37,35,5.6,8
37,36,6.5,2
37,38,6,6
38,1,111.2,2
38,2,192.6,3
38,3,55.3,2
38,4,112.7,2
38,5,51.4,7
38,6,89.2,8
38,7,71.1,5
38,8,1,6
38,9,19.6,7
38,10,17.6,8
38,11,1,4
38,12,6.4,3
38,13,9.4,1
38,14,1,1
38,15,43.8,1
38,16,4.9,1
38,17,17.3,2
38,18,38.9,3
38,19,27.3,1
38,20,106.2,6
38,21,42.1,7
38,22,29.4,8
38,23,1,5
38,24,11.1,3
38,25,121.7,2
38,26,11.1,4
38,27,6.6,1
38,28,18.6,3
38,29,27.2,1
38,30,57.3,3
38,31,84.2,5
38,32,25.1,6
38,33,24.6,2
38,34,31.1,8
38,35,21.4,5
38,36,19.1,6
38,37,2.3,7
